index,hash,aspect_pos,aspect_pos_string,stance,topic,sentence
2915,65d78681b122aada2ddbd426d80ef1cd,"['(31,15)', '(98,15)', '(232,9)', '(305,10)']","['meaningful life', 'meaningful life', 'viability', 'personhood']",Argument_against,abortion,"If we measure the beginning of meaningful life by the same benchmark we use to measure the end of meaningful life for comatose patients , a secular argument can be made that the beginning of brain function , which actually precedes viability , is more important in determining the beginning of meaningful personhood than likelihood of survival outside the mother ’s body ."
2916,65f0cf6780109e5353645a99b7ee1570,"['(140,5)', '(146,5)', '(252,4)', '(260,16)', '(279,27)', '(311,21)']","['crime', 'costs', 'free', 'police resources', 'reduce crime and recidivism', 'improve public health']",Argument_for,marijuana legalization,"Nicholas Green , chairman of the Bar Council , made comments in a report in the profession 's magazine , in which he said that drug-related crime costs the UK economy about £ 13bn a year and that there was growing evidence that decriminalisation could free up police resources , reduce crime and recidivism and improve public health ."
2917,6601f9e709d2e2f3debaa6e6753f3483,"['(26,12)', '(91,24)']","['new families', 'lowest levels of society']",Argument_for,abortion,"Anti-abortion laws create new families consisting of a child and her child , living at the lowest levels of society ."
2918,6611be19d0047781f124fb00fbb9e352,"['(13,16)', '(40,8)']","['negative effects', 'slacking']",Argument_against,marijuana legalization,Marijuana ’s negative effects go beyond slacking .
2919,667942023874b91400cb8dae50cf38cf,"['(45,4)', '(135,6)', '(148,10)', '(165,4)']","['rape', 'trauma', 'nightmares', 'pain']",Argument_against,abortion,"When a woman becomes pregnant as a result of rape ( which happens less than 1 per cent of the time ) , abortion will not take away the trauma , the nightmares , the pain --- it will only ad to them !"
2920,66bf1e0a76c31d1fabe29ad88009ca56,"['(84,15)']",['self-sufficient'],Argument_for,minimum wage,"Over time , the focus changed to helping people , especially families , become more self-sufficient ."
2921,678bf4b0f6c8da10152988dd82d8ee28,"['(18,5)', '(27,15)']","['right', 'self protection']",Argument_against,gun control,Citizens have the right to self protection .
2922,67a48093258ab3e19837b0f60ba772b4,"['(42,10)', '(112,14)']","['personhood', 'self-awareness']",Argument_for,abortion,"Below it , there is nothing indicative of personhood , and without it , all higher forms of awareness ( such as self-awareness or the ability to reason ) are impossible ."
2923,67c5dd30d4f71f7ebe4e9b307e5d2cba,"['(83,29)']",['catalyst for traumatic events'],Argument_for,school uniforms,"Kids might not particularly like uniforms , but school uniforms rarely provide the catalyst for traumatic events in a pupil 's life ."
2924,6826c8327d6cf355171abcdebf9e0b43,"['(97,4)', '(113,4)', '(149,4)']","['loss', 'jobs', 'jobs']",Argument_against,minimum wage,"The CBO report estimates that by increasing the minimum wage to $ 10.10 / hour , there will be a loss of 500,000 jobs ( which is about .3 % of total jobs ) ."
2925,68375338f74c3fe13bc6bbfbaab0756b,"['(4,17)', '(34,4)']","['mornings are hard', 'find']",Argument_for,school uniforms,"The mornings are hard , trying to find a shirt ."
2926,6838c0c51a16cced9cf060c4b513ad69,"['(23,11)', '(94,11)']","['fossil fuel', 'fossil fuel']",Argument_for,nuclear energy,"Halt any investment in fossil fuel infrastructure , including natural gas , and phase out all fossil fuel power plants ."
2927,685ddf55ee6c5a490988387f49d973df,"['(60,7)', '(127,5)', '(133,11)']","['illegal', 'valid', 'medical use']",Argument_against,marijuana legalization,"Moreover , according to federal laws , marijuana remains an illegal “ Schedule I ” narcotic , which is considered to have “ no valid medical use . ”"
2928,689d5be035ec426107a7663e0e3e2d9c,"['(13,29)']",['objective rules or guidelines'],Argument_against,death penalty,"There are no objective rules or guidelines for when a prosecutor should seek the death penalty , when a jury should recommend it , and when a judge should give it ."
2929,692d6454b895106fe63627656dbf98bf,"['(93,21)']",['morally objectionable'],Argument_against,cloning,"If this objection is successful , if recreating a pre-existing genetic code is intrinsically morally objectionable , then it would seem to present an objection to the actual cloning process ."
2930,697ac2bc245c599efdb2b9f1464a3fb8,"['(109,11)', '(169,19)']","['retribution', 'deter future crimes']",Argument_for,death penalty,"People supporting the death penalty contend , among other things , that the death penalty should be used for retribution in this case and that Tsarnaev 's execution may deter future crimes ."
2931,6abbab8eb5869ae644f944abe79101fb,"['(59,4)']",['life'],Argument_for,school uniforms,This is an ideal time to teach your child there is more to life than a cool logo .
2932,6ac6064caa63c398323b2b4c704c69b0,"['(0,10)', '(38,5)']","['Uniformity', 'proud']",Argument_against,school uniforms,Uniformity in itself is nothing to be proud about .
2933,6b747274fb3f57f02f92dc26491aa36f,"['(64,18)']",['energy consumption'],Argument_for,nuclear energy,"The World Economic Council , for instance , predicts that world energy consumption will increase from 546 exajoules ( EJ — 1018 joules ) ( 2010 levels ) to anywhere from 700 to 900 EJ by 2050 , depending on the level of world economic cooperation and concerted action in the future ."
2934,6b7f8149040cfff088ff0327d282d09b,"['(17,6)']",['boring'],Argument_against,school uniforms,They can be very boring to wear and look at as well .
2935,6bde572570d68eb0078e8dcbf164650c,"['(0,17)']",['Religious Freedom'],Argument_for,cloning,"Religious Freedom - At least two religions , the Raelian Religion and the Summum Religion , believe in cloning as one of their tenets ."
2936,6c8ccbd41e74418ae494314697a92174,"['(25,15)']",['innocent person'],Argument_against,death penalty,I do n't want to put one innocent person to death to punish 99 who are guilty . ” '
2937,6caa5a8ffbd9e2176bc3527f6af5bbfa,"['(89,27)', '(148,25)']","['concentrate more on studies', 'non-productive activities']",Argument_for,school uniforms,"According to majority of school principals , wearing school uniform enables a student to concentrate more on studies and less on clothing and other non-productive activities ."
2938,6cc9d67c6c337dfaf0fe69e5610e40f9,"['(49,16)', '(103,8)']","['unconstitutional', 'lawfully']",Argument_against,death penalty,"But they argued that the death penalty itself is unconstitutional , and that therefore “ no one can be lawfully sentenced to death or executed under it , no matter what his crimes . ”"
2939,6cd7986039bc9d5c0852ac2769019d86,"['(16,10)', '(44,18)']","['endangered', 'save their species']",Argument_for,cloning,Animals who are endangered can be cloned to save their species .
2940,6d270a24518d671324f96700d7071728,"['(142,15)']",['health problems'],Argument_against,cloning,"For all that , you end up with a cloned animal who is unlikely to resemble the original physically or behaviorally and may experience serious health problems ."
2941,6d9b1f12cb73696c4c6d64214b28d636,"['(50,9)', '(83,19)']","['Ted Bundy', 'life without parole']",Argument_against,death penalty,"But to many opponents of the death penalty , even Ted Bundy should have been given life without parole ."
2942,6dee8eabfb0626eee5800e7b3537888b,"['(22,21)', '(81,4)', '(91,21)']","['small business owners', 'hurt', 'small business owners']",Argument_against,minimum wage,"Furthermore , 60 % of small business owners think raising the minimum wage would hurt most small business owners ."
2943,6e0d4ae1887ef2b5d0ebbf1a7bacb721,"['(130,5)', '(136,17)', '(158,9)', '(168,12)', '(185,21)']","['lower', 'employee turnover', 'increased', 'productivity', 'customer satisfaction']",Argument_for,minimum wage,"A 2014 survey found that 53 % of small business owners believed that "" with a higher minimum wage , businesses would benefit from lower employee turnover and increased productivity and customer satisfaction . """
2944,6e1b79d4f841be73528296c53998eacb,['no_Aspect'],['no_Aspect'],Argument_against,death penalty,Here are some CONS of Capital Punishment .
2945,6e37d1aeba6befccfe2523a753ad1472,"['(44,14)']",['constitutional'],Argument_for,gun control,the assault weapons ban ) have been held as constitutional .
2946,6eb283e2d5e79250ed7c45e9e1b3a45e,"['(76,17)', '(100,9)', '(145,27)', '(175,15)', '(244,12)', '(329,28)']","['legally available', 'regulated', 'restrictions on advertising', 'age limitations', 'requirements', 'sales to intoxicated persons']",Argument_for,marijuana legalization,"Decriminalization or re-legalization would mean that certain drugs would be legally available , but regulated by the government which would mean restrictions on advertising , age limitations , restrictions on the amount purchased at one time , requirements on the form in which certain drugs would be supplied and maybe a ban on sales to intoxicated persons , etc ."
2947,6f02b76d02b14b8c78803abc932ea5a2,"['(170,21)', '(256,5)', '(262,11)']","['basic living expenses', 'basic', 'necessities']",Argument_for,minimum wage,"According to a 2013 poll by Oxfam America , 66 % of US workers earning less than $ 10 an hour report that they "" just meet "" or "" do n't even have enough to meet "" their basic living expenses , and 50 % say that they are frequently worried about affording basic necessities such as food ."
2948,6f75faf15f312891759f5267ea6dff11,"['(16,4)', '(120,15)']","['cost', 'behind schedule']",Argument_against,nuclear energy,"Similarly , the cost of the EPR being built at Olkiluoto , Finland has escalated dramatically , and the project is well behind schedule ."
2949,6fa007375d7da3bd3baa95defd6778fa,"['(4,12)', '(107,10)', '(348,15)']","['health risks', 'overstated', 'social problems']",Argument_for,marijuana legalization,"The health risks of MDMA ( Ecstasy ) have been exaggerated for instance , the risks from cannabis use also overstated , and health problems from the use of legal substances , particularly alcohol and tobacco , are greater , even than from cocaine use for example ( occasional cocaine use does not typically lead to severe or even minor physical or social problems ) ."
2950,6fd389c53d3bed0fb50bb06311a74b94,"['(60,6)', '(67,5)', '(104,6)']","['Adults', 'favor', 'oppose']",Argument_for,death penalty,"This telephone poll from June 2-3 , 2010 finds that 62 % of Adults favor the death penalty , while 26 % oppose it ."
2951,6ffa6c493709068d8e02d86edeedb088,"['(35,10)']",['dependence'],Argument_against,marijuana legalization,He reports that marijuana leads to dependence in around 9-10 percent of adult users .
2952,704c09befe5344883acc881d631c8398,"['(14,5)']",['costs'],Argument_for,death penalty,Death penalty costs the government less as opposed to life imprisonment without parole .
2953,7083616ead6e07e98b66ef46527b8c70,"['(30,17)', '(153,14)']","['domestic violence', 'violent deaths']",Argument_for,gun control,"In households with firearms , domestic violence is both more prevalent than in houses without weapons , and has a much higher likelihood of resulting in violent deaths ."
2954,709ea99a7f3f0dc4e3b860995b339d9d,"['(24,4)', '(32,10)']","['mean', 'expression']",Argument_against,school uniforms,Clothing is viewed as a mean of expression .
2955,70c041d1cb5c8443217b9100e7048412,"['(23,7)', '(43,7)', '(60,18)']","['gateway', 'gateway', 'underground market']",Argument_for,marijuana legalization,MASON TVERT : The real gateway here is the gateway into the underground market that we are sending every adult marijuana consumer through .
2956,70c14f1dfd5dec2160c97dee93ed33e9,"['(46,21)', '(176,7)']","['involuntary execution', 'justice']",Argument_against,death penalty,"Spenkelink 's execution , the nation 's first involuntary execution since 1967 , did not argur well for new systems of guided discretion designed to produce evenhanded capital justice in which only the worst murderers would be executed ."
2957,71e5b9af319c080463c902416e496f7c,"['(70,15)', '(147,12)', '(160,4)']","['medical benefit', 'considerable', 'harm']",Argument_against,marijuana legalization,"After decades of study the FDA continues to reaffirm that there is no medical benefit provided by the use of smoked marijuana and that , in fact , considerable harm can be caused by such use ."
2958,722cca6c90f9cdcda9123e39befed10b,"['(39,15)']",['lives in danger'],Argument_against,cloning,Reproductive cloning can put people ’s lives in danger .
2959,724fbbe790772a6b59bc27931f713688,"['(9,21)', '(38,18)']","['dignity of human life', 'genetic uniqueness']",Argument_against,cloning,"With the dignity of human life and it genetic uniqueness at risk , people might be cloned unwillingly , leaving millions of cells around every day as they go about their normal lives shedding skin ."
2960,72cccba60f90258109d56672dabd4d5c,"['(27,12)', '(46,21)']","['right to use', 'birth control methods']",Argument_for,abortion,Will it next take away the right to use other birth control methods such as The Pill ?
2961,7343a693f96a92c1cf12bfcbdbfc5abe,"['(92,8)', '(101,15)']","['horrible', 'social outcomes']",Argument_against,cloning,"On one version of the approach , this would , in turn , set us upon a path to unequivocally horrible social outcomes ."
2962,752736a4c78892dc9c21210fc0c2d428,"['(134,19)']",['deter violent crime'],Argument_against,death penalty,A 1995 survey of police chiefs and country sheriffs found that most ranked the death penalty last in a list of six options that might deter violent crime .
2963,753490cde933a883055bff5a8b174da8,"['(122,34)', '(259,9)', '(269,18)']","['employment opportunities for teens', 'depresses', 'teenage employment']",Argument_against,minimum wage,"Harvard 's Greg Mankiw writes about evidence that suggests raising the minimum wage has a particularly negative impact on employment opportunities for teens , quoting his economics textbook : “ The typical study finds that a 10 % increase in the minimum wage depresses teenage employment between 1 and 3 % ."
2964,7542893dfd737fc22836cd057725d61b,"['(26,3)', '(30,6)', '(37,10)']","['low', 'excess', 'reactivity']",Argument_for,nuclear energy,FS-MSRs operate with very low excess reactivity .
2965,759aa653860d7a11970dbf5684c777c4,"['(22,8)', '(111,20)']","['violence', 'dividing the country']",Argument_for,gun control,"It would n’t stop all violence ( nothing will ) , but it would surely make a big dent in it without needlessly dividing the country ."
2966,765f30d30435afb9a0d3026aab884605,"['(53,14)']",['people problem'],Argument_against,gun control,"In short , there is no gun problem ; there is only a people problem ."
2967,76831d2fe3dffb8098ff92cf8c50c97a,"['(20,16)', '(62,14)']","['greenhouse gases', 'global warming']",Argument_for,nuclear energy,It does n't release greenhouse gases which would help us stop global warming .
2968,77405e883b59a2bd9f3a6745963ac6d4,"['(11,8)', '(64,19)']","['research', 'therapeutic cloning']",Argument_for,cloning,Widespread research and experimentations are underway to evolve therapeutic cloning .
2969,774e015367b4ac3e7fd417c0592a009c,"['(35,21)', '(131,29)']","['cognitive enhancement', 'posttraumatic stress disorder']",Argument_for,marijuana legalization,"MDMA ( Ecstasy ) has been used for cognitive enhancement in people with Parkinson 's disease , and has shown potential in treating posttraumatic stress disorder ."
2970,77a065b9465fb14e63d0a90c457e369b,"['(11,8)']",['play god'],Argument_for,cloning,"We already play god ; curing diseases , hospitals , reviving people who die of heart attacks , implanting embryos , etc ."
2971,7805f846f812940e62e78f2d1da4766c,"['(9,6)', '(65,11)']","['regret', 'deny choice']",Argument_for,abortion,"Some may regret an abortion , but this should not be a reason to deny choice to all women ."
2972,7834b32e7035a03b6019b1508c465457,"['(82,10)']",['beneficial'],Argument_against,minimum wage,"Of course , this does not mean that raising the minimum wage would n’t be greatly beneficial to those earning it , but ultimately it does not help those who do not already have jobs to begin with ."
2973,7856b5c33fc30ad85d22e436b0b288a5,"['(81,5)', '(151,5)', '(160,10)']","['costs', 'boost', 'efficiency']",Argument_for,minimum wage,"This is due to a variety of factors , but the biggest one is that increased wage costs are offset by the dramatically decreased cost and corresponding boost to efficiency that comes with reducing turnover ."
2974,786abc7c68f5e88d5233bb91ab289a5c,"['(50,19)', '(73,19)']","['pressure to conform', 'idealized standards']",Argument_for,school uniforms,"Even from the earliest grades , children feel the pressure to conform to idealized standards of dress , which may be beyond their family 's means ."
2975,786cdf3fadac5f6e24c6d1db0afe1b76,"['(4,13)', '(25,12)', '(65,22)']","['2nd Amendment', 'Constitution', 'right to gun ownership']",Argument_against,gun control,The 2nd Amendment to the Constitution protects the individual 's right to gun ownership .
2976,796f4c391becc0922106cdd46df5cb0f,"['(21,3)', '(28,8)', '(53,7)']","['set', 'problems', 'ability']",Argument_against,cloning,This could lead to a set of problems that we have no ability to handle .
2977,79b06df31018be9540b1334d93ea9066,"['(107,5)', '(113,10)', '(148,6)', '(287,7)']","['drugs', 'illegality', 'danger', 'harmful']",Argument_for,marijuana legalization,"When the level of harm associated with the other drugs includes harm that arises solely as a result of the drugs illegality rather than merely that danger which is associated with actually using the drugs , only heroin , cocaine , barbiturates and street methadone were shown to be more harmful than the legal drug alcohol ."
2978,79f26581a4a34c67a38f7c70c4af87a6,"['(128,6)', '(138,10)']","['number', 'poor women']",Argument_against,abortion,Compare that to nearly 40 years of data showing that we would save more than three times as many unborn children by cutting the number of poor women in half .
2979,7a2d6b5704288708a8d17e71469236f6,"['(37,11)']",['replace God'],Argument_against,cloning,Is this a way for humanity to try to replace God ?
2980,7b7bd053e4303416784361ed7a6dd0f0,"['(110,15)']","[""clone 's rights""]",Argument_against,cloning,"He goes on to note , however , that in such circumstances , "" it is not the cloning as such that violates the clone 's rights , but the intention to make the clone worse off ( relative to its alternatives ) in the future "" ."
2981,7bcdab918abcf8295dd2baf9a0eed498,"['(24,20)', '(85,9)', '(95,26)', '(171,7)']","['depression of prices', ""farmer 's"", 'livelihood more precarious', 'cheaper']",Argument_against,marijuana legalization,"The net effect can be a depression of prices for all crops , which can both make the farmer 's livelihood more precarious , and make the cocaine producers ' coca supplies cheaper ."
2982,7caceaf45a3e8b3da211010eb4404ae7,"['(26,6)', '(33,5)', '(41,5)', '(53,16)']","['school', 'pride', 'unity', 'community spirit']",Argument_for,school uniforms,"Wearing uniforms enhances school pride , unity , and community spirit ."
2983,7ce540019bffd018782c277adf255850,"['(26,13)']",['heavily armed'],Argument_for,gun control,"That makes Americans more heavily armed than Russians , Pakistanis and people from Afghanistan ."
2984,7d1df06bbe4dbce297a54be0fbd0cba5,"['(55,19)']",['identically similar'],Argument_for,cloning,"With continued research , it may be possible to create identically similar animals , or even humans !"
2985,7d22284768457a9acb0865e9b951b911,"['(61,6)', '(76,7)', '(97,15)', '(115,15)', '(143,5)']","['babies', 'healthy', 'genetic defects', 'premature aging', 'death']",Argument_against,cloning,"For another , a lot of evidence show that most of the cloned babies are not healthy , leading to genetic defects , premature aging and worse , death ."
2986,7d30f259224bcf902d8253b2fc3e88ad,"['(53,5)', '(72,8)', '(120,18)']","['swift', 'painless', 'means of execution']",Argument_for,death penalty,"But a number of experts say death by firing squad is swift , relatively painless and less likely to go wrong than other means of execution ."
2987,7d871a15dd0e56a43aa7b7684a397f5a,"['(28,7)', '(164,14)']","['poverty', 'overpopulation']",Argument_for,abortion,"Malnutrition , starvation , poverty , lack of medical and educational services , pollution , underdevelopment , and conflict over resources are all consequences of overpopulation ."
2988,7dc8b4f227af6fbb12a8b2825b8d64a2,"['(122,8)', '(139,5)']","['evidence', 'doubt']",Argument_against,death penalty,"Troy Davis came close to execution three previous times , because of the difficulty of getting any court to listen to new evidence casting doubt on his conviction ."
2989,7dea65a9d59e7dc0f18d3f03bacdc7ac,"['(24,10)', '(35,8)']","['inherently', 'violated']",Argument_against,school uniforms,"Unfortunately , this is inherently violated by requiring the students to wear uniforms ."
2990,7ee986f326e2519637029451e54cbcab,"['(257,9)', '(329,12)']","['liberties', 'gun-grabbing']",Argument_against,gun control,"Taking a conceptual cue from James Madison ’s “ Memorial and Remonstrance ” ( a 1785 missive opposing a proposal for a tax to support a Christian school ) , where the founding father warned that “ it is proper to take alarm at the first experiment with our liberties , ” Republicans decry Obama ’s moves as the first step of a “ gun-grabbing agenda . ”"
2991,7ef71865d98f5a95ee83769252ca7df7,"['(54,6)']",['energy'],Argument_for,nuclear energy,"Just 1kg of uranium , for example , produces the same energy as 2000 metric tonnes of coal ( 1 ) ."
2992,7f059a552293f0eab2883bd971b01d4b,"['(59,6)', '(120,7)']","['father', 'painful']",Argument_against,cloning,"just image if someone came up to you and asked you who the father is , and you would have to say noone , just image how painful that would be for you just to say ."
2993,7f09b63cd5119d5f54f61aa91592177f,"['(61,5)', '(67,11)']","['lower', 'murder rate']",Argument_against,death penalty,"Around our country , states without the death penalty have a lower murder rate than neighboring states with the death penalty ."
2994,7f6e1937b9b06d5c0b8bd6d5e33252cd,"['(48,11)', '(121,27)']","['retribution', 'deter prospective murderers']",Argument_for,death penalty,I would favor retention of the death penalty as retribution even if it were shown that the threat of execution could not deter prospective murderers not already deterred by the threat of imprisonment .
2995,7fac155a5fbed4e48b3ade1ca81a7874,"['(82,16)', '(103,16)']","['stagnant incomes', 'low-wage workers']",Argument_for,minimum wage,So might a handful of Republicans looking to demonstrate that they too care about stagnant incomes for low-wage workers .
2996,7fddb322feeac3e254c34f344ee7617c,"['(97,17)']",['genetic diversity'],Argument_against,cloning,"By genetically engineering our species , however , we will be having a detrimental effect on our genetic diversity in the same way as something like cloning would ."
2997,81868410c4fa832468d7fa71b721b188,['no_Aspect'],['no_Aspect'],Argument_against,minimum wage,"Where does the minimum wage end up , $ 12 ?"
2998,81a7ec2e4c88cf75d2df884015692e78,"['(46,9)']",['addiction'],Argument_against,marijuana legalization,"First , marijuana is far more likely to cause addiction ."
2999,81b21fcf994ecc8552b624b74b605c58,"['(84,8)', '(96,22)', '(153,5)', '(163,7)']","['children', 'objects of manufacture', 'value', 'dignity']",Argument_against,cloning,"Such a prospect raises concerns that cloning would facilitate viewing the resulting children as objects of manufacture , rather than as individuals with value and dignity of their own ."
3000,81d1f2511268b8d1cb7faea9177e1926,"['(15,17)', '(132,13)', '(182,8)', '(194,4)', '(199,10)']","['infertile couples', 'medical waste', 'research', 'help', 'save lives']",Argument_for,cloning,Nearly half of infertile couples say they would like to see some good come from their biological tissue that would otherwise become medical waste and feel that use of these cells in research to help save lives is extremely important .
3001,81e11977283e7537f2ea54b82ca29fa8,"['(77,11)']",['individuals'],Argument_against,cloning,"If Callahan ’s concerns were accurate , identical multiples would fail to be individuals in their own right , and , consequently , be harmed because of this ."
3002,8269cd468359fa9d2ee9d87a9bfefbec,"['(23,6)', '(36,4)', '(45,18)', '(134,4)']","['intent', 'save', 'life of the mother', 'save']",Argument_against,abortion,"Does n't matter if the intent is to save the life of the mother , does n't matter if the parents and the medical team wish they could save the baby ."
3003,827caf67bd6d7944ba733abd7001ef2d,['no_Aspect'],['no_Aspect'],Argument_against,death penalty,The electrode apparently burst from the strap holding it in place .
3004,828332207982a3164e9e1906239d918a,"['(29,17)']",['minor differences'],Argument_against,cloning,"By contrast , there are only minor differences among these groups ' support for human cloning , with more than 80 % of the religious as well as the non-religious opposed to it ."
3005,82e538f9d5be5ca22d5ac1bfa2ee7064,"['(0,3)', '(13,3)', '(21,9)']","['Men', 'sex', 'walk away']",Argument_against,abortion,"Men can have sex and walk away , and with the right Roe gave them , they increasingly do ."
3006,83630292ca7843db2e195debbd648873,"['(14,4)', '(26,12)']","['vote', 'send it back']",Argument_against,marijuana legalization,People should vote no and send it back to the drawing board .
3007,83daf4ee1ee4fab77ecb1c13914372dd,"['(172,18)', '(208,16)']","['fire it at another', 'moment of stress']",Argument_against,gun control,It is an unexamined assumption on the part of gun-control activists that the possession of a firearm by a law-abiding person will almost axiomatically cause that person to fire it at another human being in a moment of stress .
3008,83ed9282064fbe4369119702bfe93386,"['(28,13)']",['increased use'],Argument_for,marijuana legalization,Legalization wo n’t lead to increased use .
3009,847a53a6f4870f0b811fb4f41c73beeb,"['(30,11)', '(42,13)']","['permanently', 'uninhabitable']",Argument_against,nuclear energy,Rendering parts of our planet permanently uninhabitable is more than a “ thorny ” problem .
3010,852720674e400e2ece1c88201909751b,"['(87,16)', '(113,20)']","['employment rates', 'exactly the opposite']",Argument_against,minimum wage,"Those who oppose an increase to the minimum wage , however , argue that the effects on employment rates would be exactly the opposite of those supporters foresee ."
3011,855b484c9a0b7ec9f4f94448a215d8a7,"['(75,8)', '(112,12)', '(129,21)']","['benefits', 'productivity', 'customer satisfaction']",Argument_for,minimum wage,"Skilled employees working under the right incentives can generate enormous benefits for investors via increased productivity and customer satisfaction , just for starters ."
3012,8560e9607b5cc71859bb87737a05b649,"['(6,5)', '(28,5)', '(105,20)']","['cruel', 'relic', 'corporal punishments']",Argument_against,death penalty,"It is cruel because it is a relic of the earliest days of penology , when slavery , branding , and other corporal punishments were commonplace ."
3013,85b0eec638fd1f2bb5707c77a371a382,"['(82,7)']",['failure'],Argument_against,cloning,"On the scientific side , we see that a large percentage of cloning efforts end in failure ."
3014,8677ca5a47e07417d1fc5eaed95072cb,"['(43,23)']",['high academic standards'],Argument_for,school uniforms,Schools also say that uniforms help to set high academic standards .
3015,87114792168d8b5fa217d8c171b3e2a1,"['(13,20)']",['given another chance'],Argument_against,death penalty,He should be given another chance to improve himself and make himself fit for the society .
3016,8775e6fcacbcd370e2d29f17ce08c933,"['(12,9)', '(140,6)']","['THC level', 'potent']",Argument_against,marijuana legalization,"The average THC level in today ’s marijuana is approximately three times that of 1990 , with some experts saying it ’s up to six times more potent ."
3017,87b423ff0316ef44cc612c4388f3e051,"['(48,14)', '(121,8)']","['state politics', 'undercut']",Argument_for,gun control,"Because our country ’s gun laws vary based upon state politics , there is the potential for a few gun-friendly states to undercut the ability of all other states to control the flow of guns within their borders ."
3018,88c4979a00586fa1011644a7956d87f8,"['(36,6)', '(67,15)', '(95,12)']","['threat', 'prevent a crime', 'premeditated']",Argument_against,death penalty,It is impossible to imagine how the threat of any punishment could prevent a crime that is not premeditated .
3019,88d7cf8ea0fdd75a6ffd35d98d2c5680,"['(9,5)', '(33,20)', '(134,5)', '(172,6)']","['lives', 'flush down the drain', 'lives', 'guilty']",Argument_against,marijuana legalization,"How many lives are we willing to flush down the drain because a significant number of Americans tried pot a handful of times in their lives , got away with it and now feel guilty about it ?"
3020,8916a3935fd7c32797d731aa26ac1043,"['(30,23)']",['expose innocent patrons'],Argument_against,marijuana legalization,Public places like bars would expose innocent patrons .
3021,8a3f2044e23b1f377410936f2237276c,"['(0,17)']",['Background checks'],Argument_for,gun control,"Background checks , which are conducted by licensed gun shops , have stopped almost 1 million people from buying guns at these stores since 1998 ."
3022,8a595cc24a135b6f683e68b3612f5b11,"['(0,23)']",['Substantial development'],Argument_against,abortion,Substantial development takes place even within the first 12 weeks .
3023,8a6e178e22acf4b89d917f5b9d2f1ab7,"['(14,8)', '(23,7)']","['verbally', 'express']",Argument_for,school uniforms,You can still verbally express yourself .
3024,8a6edf9518f091d0481bb6ae9d2447a8,"['(72,17)', '(245,19)']","['visceral reaction', 'regulatory response']",Argument_against,cloning,"To cite just a few examples , some commentators have suggested that the visceral reaction that many in the public have had to the idea of human reproductive cloning is , from a policy perspective , significant enough to justify , on its own , a regulatory response ."
3025,8a7d033008be2b7bac0026ac1fc717ee,"['(138,21)', '(176,6)', '(224,15)']","['likely to be attacked', 'injury', 'self-protection']",Argument_against,gun control,"In addition , a study by criminologist Gary Kleck , PhD , concluded that "" robbery and assault victims who used a gun to resist were less likely to be attacked or to suffer an injury than those who used any other methods of self-protection . """
3026,8b41d4cab9702f44be4d1b0af7d7d272,"['(34,10)', '(101,21)', '(127,9)']","['automation', 'reorganise production', 'shed jobs']",Argument_against,minimum wage,"Given expanding opportunities for automation , firms may seize on higher wage-floors as an excuse to reorganise production and shed jobs ."
3027,8b7c3a5015f72f561b107d716bc07772,"['(134,15)']",['rise in murders'],Argument_for,death penalty,Statistics were kept for the first five years that capital punishment was suspended in Britain ( 1965-1969 ) and these showed a 125 % rise in murders that would have attracted a death sentence .
3028,8bcf784e5b23c46aa0312279e8cf73b8,"['(17,18)']",['trees that we need'],Argument_for,nuclear energy,So that means no trees that we need can get cut down .
3029,8c3fa5effc85a8ce59805d4c71033602,"['(15,5)', '(105,8)']","['raise', 'pittance']",Argument_for,minimum wage,"But the median raise for those lucky enough to get one was just 10 percent — which is to say , kind of a pittance , in terms of actual dollars and cents ."
3030,8c848bd8a9a74360df0290d2da372e07,"['(53,9)', '(69,18)']","['surrender', 'right to bear arms']",Argument_against,gun control,But how do you convince a third of the population to surrender their right to bear arms ?
3031,8dc51fd792ecb3053a53b46132f9a675,"['(15,11)', '(29,11)', '(77,10)', '(88,6)']","['uncertainty', 'dirty bombs', 'terrifying', 'threat']",Argument_against,nuclear energy,"In this age of uncertainty , dirty bombs and attacks on power stations are a terrifying threat ."
3032,8decbbcad6d4497ebc53c96d29cb838b,"['(168,13)']",['human dignity'],Argument_against,cloning,"One of the best known illustrations is UNESCO 's Universal Declaration on the Human Genome and Human Rights which recommends a ban on "" practices which are contrary to human dignity , such as reproductive cloning "" ."
3033,8e4c7fe0decd136c7bfa9452b12f23c8,"['(40,10)']",['discipline'],Argument_against,death penalty,"We should start by introducing stricter discipline from "" the bottom up , "" i.e. start with unruly children at school and on the streets and progress through young thugs and older thugs before we think about restoring capital punishment ."
3034,8ef7671a60e7cce2055df1b9e84883f2,"['(22,10)', '(47,17)']","['disturbing', 'values human life']",Argument_against,death penalty,They claim it is very disturbing to anyone who values human life .
3035,8fa9d568a8a6cbd2fb15aef746b449f5,"['(0,16)', '(21,14)']","['Five women a day', 'killed by guns']",Argument_for,gun control,Five women a day are killed by guns in America .
3036,8fbf79c55d4182d4ed6ad417072fe5c8,"['(53,15)', '(99,14)', '(216,30)']","['preserving life', 'clinical skill', 'ethical foundation of medicine']",Argument_against,death penalty,"A physician is a member of a profession dedicated to preserving life ... The use of a physician 's clinical skill and judgment for purposes other than promoting an individual 's health and welfare undermines a basic ethical foundation of medicine — first , do no harm ."
